tax_id	scientificName	Order	Diet	Massg	high_hfp_extent_suitable	high_hfp_extent_unsuitable	GISfrag_suitable	Percentage_change_suitable	Percentage_change_unsuitable	mean_distance_unsuitable	proportion_suitable	proportion_unsuitable	trans9617
18	Abrocoma boliviensis	Rodentia	herbivore	158		100			0	1426.852324	0	100	1
137	Acerodon celebensis	Chiroptera	herbivore	390	99.88970245	98.45697437	939.2464609	0.095979887	0.031233924	873.089575	68.0248969	31.9751031	1
138	Acerodon humilis	Chiroptera	herbivore	599.6	100	100	631.5509741	0	0	463.8974104	60.40690365	39.59309635	1
139	Acerodon jubatus	Chiroptera	herbivore	1075	94.20528135	94.97821245	739.9877253	1.133827231	0.813588353	632.6286315	63.35018992	36.64981008	1
140	Acerodon leucotis	Chiroptera	herbivore	513.2	97.00452148	99.38053097	726.7089749	1.573120994	0.474918373	813.7065055	43.57032344	56.42967656	1
142	Acerodon mackloti	Chiroptera	herbivore	470.3	99.83698349	99.71645684	604.8505307	0.11358796	0.197907188	2145.33393	39.28212299	60.71787701	1
219	Acinonyx jubatus	Carnivora	carnivore	46700	59.13915495	87.15379101	28433.16649	3.020773689	1.961721379	950.2444549	85.97545107	14.02454893	1
263	Acomys cahirinus	Rodentia	omnivore	52.5	37.55855086	15.88356777	21159.61112	3.119094062	0.382276281	6401.448638	73.95063278	26.04936722	0
265	Acomys cineraceus	Rodentia	carnivore	20.3	95.9672615	97.53450687	2337.243369	1.729841186	1.264529133	4572.554014	44.98563459	55.01436541	0
266	Acomys ignitus	Rodentia	omnivore	24	71.82540774	92.5750054	1722.215954	2.959984683	0.480298438	9093.01474	34.19500606	65.80499394	0
267	Acomys kempi	Rodentia	omnivore	22	80.03311828	91.97809383	2420.190057	3.858617669	2.100851149	4513.610721	40.57296924	59.42703076	0
268	Acomys louisae	Rodentia	omnivore	20.2	95.85047301	95.24371874	2185.631905	1.485079734	1.790238462	24073.15445	29.35108213	70.64891787	0
270	Acomys mullah	Rodentia	omnivore	28.4	96.78330278	97.91188681	1570.392502	1.724746465	0.998674942	5229.683333	54.68133851	45.31866149	0
272	Acomys percivali	Rodentia	omnivore	22	82.1632325	93.4437514	1194.858597	7.203703262	3.509418113	15635.39581	22.87022734	77.12977266	0
273	Acomys russatus	Rodentia	omnivore	49.8	71.42793716	95.02215384	13449.58654	4.334448487	0.565242815	3568.624048	89.98624991	10.01375009	0
275	Acomys subspinosus	Rodentia	omnivore	21	99.31332655	98.92761394	330.7192562	0.166453265	0.225043186	2073.928219	10.87805527	89.12194473	0
276	Acomys wilsoni	Rodentia	omnivore	18.5	84.28365046	95.92549404	2455.819748	4.168253764	1.323285032	17642.66174	29.33325102	70.66674898	0
278	Aconaemys fuscus	Rodentia	herbivore	133.5	95.86651194	89.80847088	638.4677314	0.446614909	0.567837018	767.1947715	49.26905933	50.73094067	0
512	Addax nasomaculatus	Cetartiodactyla	herbivore	70000.3	1.623741816	100	20559.41991	0	0	655.9872554	99.4977288	0.502271195	1
547	Handleyomys fuscatus	Rodentia	omnivore	49.5	98.47089278	96.30358154	827.8416158	0.635813413	0.457523816	4732.801014	20.7618357	79.2381643	0
548	Aepeomys lugens	Rodentia	herbivore	37	100	100	678.1102511	0	0	2035.39022	32.04188186	67.95811814	0
550	Aepyceros melampus	Cetartiodactyla	herbivore	52500.1	89.5891629	89.70084197	1048.929535	2.015200057	2.443891013	1774.563514	36.48477519	63.51522481	0
555	Aeretes melanopterus	Rodentia	herbivore	732.4	86.86514886	88.30690759	810.5420524	0	0.245211563	3932.342336	26.24405948	73.75594052	1
557	Aeromys thomasi	Rodentia	omnivore	1435	51.33721485	83.75117373	1008.790304	27.2197226	6.971951472	1011.22046	58.58234186	41.41765814	0
565	Aethalops alecto	Chiroptera	herbivore	15	71.34072315	80.29154432	965.1349691	8.268284562	7.003338349	9622.328718	11.11251724	88.88748276	0
567	Aethomys silindensis	Rodentia	herbivore	107.6	100	100	1026.030109	0	0	695.7335217	62.02218851	37.97781149	1
568	Aethomys bocagei	Rodentia	herbivore	107.6	89.64692592	94.80903394	659.0897235	5.051141467	2.586056373	1421.953873	33.2440115	66.7559885	0
569	Aethomys chrysophilus	Rodentia	herbivore	74.9	86.0412387	81.92859726	8994.383285	1.60488467	1.092187368	2081.621614	91.34693434	8.653065657	0
570	Micaelamys granti	Rodentia			94.6969697	96.74676779	330.9309848	0.466666667	0.19756911	12710.23088	1.171009543	98.82899046	0
571	Aethomys hindei	Rodentia	herbivore	103.5	71.25100637	85.0676404	1416.653308	8.050475766	2.97487607	3855.893675	45.38708935	54.61291065	0
572	Aethomys kaiseri	Rodentia	herbivore	90	91.13808832	91.3461109	1121.19163	3.251175826	1.681358559	3534.129205	58.58797168	41.41202832	0
573	Micaelamys namaquensis	Rodentia			83.56185009	89.42389866	25693.36917	0.948595162	1.290829351	967.124059	97.30802092	2.691979078	0
574	Aethomys nyikae	Rodentia	herbivore	77	85.00213781	89.93763042	1104.049841	7.499542305	3.379134597	1050.394966	70.36622895	29.63377105	0
575	Aethomys stannarius	Rodentia	herbivore	107.6	100	99.86934936	2546.690494	0	0	387.8123838	93.34723353	6.652766471	1
576	Aethomys thomasi	Rodentia	herbivore	107.6	94.39941213	97.36602052	448.6084106	1.894588089	0.808614815	979.7542619	32.36279759	67.63720241	0
699	Cuniculus paca	Rodentia	herbivore	8000	29.25321997	78.99355754	3103.938404	6.555643537	1.582393089	1850.492074	60.32802536	39.67197464	0
700	Cuniculus taczanowskii	Rodentia	herbivore	8999.9	78.06582476	65.94443857	1067.802692	3.519357763	6.94838748	5066.328608	36.77988032	63.22011968	1
712	Ailuropoda melanoleuca	Carnivora	omnivore	108400	70.74626866	81.52610442	1137.810645	0.389483934	0.229885057	553.7223793	77.801037	22.198963	0
714	Ailurus fulgens	Carnivora	omnivore	4900	83.30714464	85.60313007	800.3968453	2.608112093	0.925878032	3794.882118	32.21255239	67.78744761	1
723	Akodon aerosus	Rodentia	omnivore	60	55.08273837	57.92819813	974.0327468	8.873141334	6.265695241	1687.969279	51.72875022	48.27124978	0
724	Akodon affinis	Rodentia	omnivore	24.9	97.64758765	91.81177058	1592.770659	0.801749271	1.366324519	1614.061928	62.47077114	37.52922886	0
725	Akodon albiventer	Rodentia	omnivore	21.8	84.19419053	64.91820116	1749.96479	0.955878095	3.261796402	2131.553652	61.12700535	38.87299465	0
726	Akodon azarae	Rodentia	omnivore	25	90.40341231	98.15086364	2282.754148	0.310187152	0.046069619	2409.248736	30.27613097	69.72386903	0
727	Neomicroxus bogotensis	Rodentia	omnivore	13	99.45912639	98.26724063	656.1873021	0.488745095	1.453571982	2140.1184	24.08271964	75.91728036	0
728	Akodon boliviensis	Rodentia	omnivore	27.5	98.9364988	94.002229	1847.448465	0.173124543	1.188730461	2409.981312	65.58503225	34.41496775	0
729	Akodon budini	Rodentia	omnivore	26.9	66.19960951	84.19014085	1036.854814	5.430256766	0.690087829	4865.485506	43.22395104	56.77604896	0
730	Akodon cursor	Rodentia	omnivore	39.9	89.03753592	94.837616	514.4468101	0.515919508	0.239998115	4786.440563	13.2098181	86.7901819	0
731	Akodon dayi	Rodentia	omnivore	32.5	67.66083326	91.86761085	1693.731156	7.105502936	1.457477324	3481.062755	66.24502202	33.75497798	0
733	Akodon fumeus	Rodentia	omnivore	22.7	77.74685868	94.06647199	1346.48489	4.719383049	1.447819254	3202.776044	45.78805287	54.21194713	0
735	Abrothrix illutea	Rodentia	omnivore	47.8	81.67814846	80.476043	677.2783592	2.293404094	0.79164376	1039.346821	36.13605042	63.86394958	0
736	Akodon iniscatus	Rodentia	omnivore	28.7	84.42212627	82.98746428	5376.779593	1.640904292	2.443892226	798.9282991	89.26053174	10.73946826	0
737	Akodon juninensis	Rodentia	omnivore	39	98.34139276	97.34912271	621.8304609	0.349193529	0.224596842	1352.861382	36.91307695	63.08692305	0
738	Deltamys kempi	Rodentia	omnivore	26.4	73.28121535	98.19915691	1739.17975	0.037830067	0	3569.930738	13.11324844	86.88675156	0
739	Akodon kofordi	Rodentia	omnivore	29.5	75.2688172	64.97962208	304.5990554	2.5	4.698369255	3004.797531	2.644084081	97.35591592	0
740	Abrothrix lanosus	Rodentia	omnivore	32.5	46.18688456	49.3533914	1210.158351	22.00801391	9.019607843	1319.423112	71.6829282	28.3170718	0
741	Neomicroxus latebricola	Rodentia	omnivore	39	60.53731343	66.69085631	788.7254936	16.86390533	11.15342764	876.9358404	55.04364338	44.95635662	1
743	Abrothrix longipilis	Rodentia	omnivore	37.6	80.48042362	68.3761077	3099.768877	1.480188793	1.512684207	697.1847489	84.79770602	15.20229398	0
746	Akodon mimus	Rodentia	omnivore	24	96.95842868	98.58007891	627.4335238	1.51440653	0.438746683	4621.960942	18.06440283	81.93559717	0
747	Akodon molinae	Rodentia	omnivore	33	83.00334073	93.92539218	9765.631742	1.519139187	0.311333574	2177.537769	85.59864432	14.40135568	0
748	Akodon mollis	Rodentia	omnivore	30.4	95.15949164	79.49061662	1278.524905	0.406474023	3.693460746	2032.724199	37.20502371	62.79497629	0
750	Thaptomys nigrita	Rodentia	carnivore	19.9	95.85742633	98.42671981	1627.668536	0.110385362	0.041291478	460.9962415	80.72218191	19.27781809	0
751	Abrothrix olivaceus	Rodentia	omnivore	27	80.41011474	64.62456393	3082.937861	1.240433422	0.661791899	2149.039161	77.77349624	22.22650376	0
752	Akodon orophilus	Rodentia	omnivore	39	52.43496417	54.85821392	2620.749019	5.122686182	9.103934751	4299.823139	51.69047231	48.30952769	0
753	Akodon lutescens	Rodentia	omnivore	20.7	98.81084119	92.18183728	1698.213144	0.024887119	0.685640485	10383.7635	32.36604209	67.63395791	0
754	Abrothrix sanborni	Rodentia	omnivore	24.7	87.0764861	56.87468713	754.1577975	0.768872321	1.056183072	1304.141441	45.3191262	54.6808738	1
756	Akodon serrensis	Rodentia	omnivore	28.3	92.46239853	97.74258012	686.6249757	0.104825727	0.036599525	964.5244254	41.5551685	58.4448315	0
757	Akodon siberiae	Rodentia	omnivore	34.6	70.44717167	83.7458062	790.2461603	6.507809371	3.124852712	3772.16787	21.92952256	78.07047744	1
758	Akodon simulator	Rodentia	omnivore	42.5	79.48495772	82.45642092	997.8321891	3.061091004	1.911607836	7271.235776	36.61039287	63.38960713	0
760	Akodon subfuscus	Rodentia	omnivore	30.4	95.23011936	89.98145007	1652.680755	0.514118943	0.678366283	2256.813721	63.22142897	36.77857103	0
761	Akodon surdus	Rodentia	omnivore	39	45.71831553	83.59247876	910.759308	0.528867342	0.627230453	3500.286319	31.13183681	68.86816319	1
762	Akodon sylvanus	Rodentia	omnivore	39	78.57179239	91.02564103	1038.766608	3.636717231	0.180851647	3459.938276	49.50341713	50.49658287	0
763	Akodon toba	Rodentia	omnivore	51.2	55.22707045	78.12134503	2336.437727	4.397588564	4.075044447	717.4385221	81.61451641	18.38548359	0
764	Akodon torques	Rodentia	omnivore	39	70.2994447	70.11580438	841.98874	1.122102466	1.384268061	3654.866033	28.68439846	71.31560154	0
765	Necromys urichi	Rodentia	herbivore	34	28.08022373	50.91656916	3251.339096	1.133673284	2.242339833	608.0352495	91.6751352	8.3248648	0
811	Alcelaphus buselaphus	Cetartiodactyla	herbivore	171001.5	84.57193492	88.79261639	3269.769772	2.126317448	2.830538428	1999.822874	65.45607131	34.54392869	0
843	Alionycteris paucidentata	Chiroptera	herbivore	16.2	97.403946	96.40223062	702.761513	0	0	3239.69936	14.89860994	85.10139006	0
850	Allactaga tetradactyla	Rodentia	omnivore	52	87.16699155	77.28706625	3030.171012	0.062119518	0.174927114	801.3667743	80.74036607	19.25963393	0
851	Allactaga balikunica	Rodentia	omnivore	72.5	23.35335999	80.95238095	23849.065	2.041638438	1.669316375	475.4872424	99.34298234	0.65701766	0
852	Allactaga bullata	Rodentia	omnivore	87	49.2903299	85.21691826	33575.48582	0.751549082	0.625826456	1282.031515	93.42302417	6.576975833	0
854	Allactaga euphratica	Rodentia	omnivore	70	67.07723411	77.79079737	12828.02487	5.290017876	2.876667034	881.9881877	95.243132	4.756868	1
856	Allactaga hotsoni	Rodentia	omnivore	76.5	69.87484107	83.28741055	14464.5753	0.982981747	0.642612338	7348.742401	79.80375454	20.19624546	0
857	Allactaga major	Rodentia	omnivore	350	98.04697565	95.5573254	4794.747553	0	0	733.5819004	77.84961763	22.15038237	0
858	Allactaga severtzovi	Rodentia	omnivore	159	89.47522492	90.91965619	10585.10285	3.366740683	0.308022795	3468.545416	82.15946419	17.84053581	0
859	Allactaga sibirica	Rodentia	omnivore	97.5	73.44283066	83.65724536	10490.55942	0.976275598	0	2064.489593	69.23119916	30.76880084	0
860	Allactaga vinogradovi	Rodentia	omnivore	75.2	99.88294264	99.73624898	3026.444943	0	0	2055.912115	61.66675252	38.33324748	1
861	Allactodipus bobrinskii	Rodentia	omnivore	70	89.62911025	89.11769991	7807.67573	1.84551144	0.60894463	1597.500635	87.97669176	12.02330824	0
865	Allenopithecus nigroviridis	Primates	omnivore	4750	68.47310151	63.00403226	3935.219325	15.36596477	20.99478261	667.8169927	95.50204885	4.497951154	0
868	Allocebus trichotis	Primates	herbivore	77.5	97.77991327	98.50808123	2803.520278	2.174734773	1.430374422	377.9768846	94.41879342	5.581206577	0
875	Allocricetulus eversmanni	Rodentia	omnivore	115.6	98.70695632	90.3784197	7070.097404	0	0	883.7914608	95.86299252	4.13700748	0
899	Vulpes lagopus	Carnivora	carnivore	4867.7	4.973866952	6.520141202	973.6970575	12.26008087	3.788553556	5459.007332	43.59847936	56.40152064	0
914	Alouatta pigra	Primates	herbivore	7000	78.01223271	87.90648511	2925.424514	3.44647064	1.545480266	497.258988	86.17353731	13.82646269	1
918	Alouatta ululata	Primates	herbivore	6682.1	93.67285956	86.45007642	607.586182	2.364771151	2.882282801	2245.439179	15.41594291	84.58405709	0
949	Alticola argentatus	Rodentia	herbivore	37.7	87.08410493	79.49579729	1623.632153	1.06465897	1.522557846	10684.21762	29.40820723	70.59179277	0
950	Alticola barakshin	Rodentia	herbivore	35	95.09846198	66.81121489	466.6585001	0.226723096	0	7588.632602	3.065536309	96.93446369	0
951	Alticola lemminus	Rodentia	herbivore	15.5	7.576321379	9.224532825	822.9054588	1.689604011	0.404172518	1265.71338	50.58615939	49.41384061	0
952	Alticola macrotis	Rodentia	herbivore	36	22.64113547	59.78082456	2015.350975	0.632075612	0.48453525	1771.707218	78.23494346	21.76505654	0
953	Alticola montosa	Rodentia	herbivore	19.7	99.81884058	98.2992465	381.9125492	0	0	2908.586415	5.595956824	94.40404318	1
954	Alticola roylei	Rodentia	herbivore	37	94.35349148	80.50358503	374.6823219	0	0	3411.88587	7.770579782	92.22942022	1
955	Alticola semicanus	Rodentia	herbivore	53.2	97.09966313	92.40972149	1139.602162	0	0	2929.266761	36.22183955	63.77816045	0
956	Alticola stoliczkanus	Rodentia	herbivore	27.5	29.12263092	48.07650166	2275.80323	2.766434743	2.51259409	16434.19345	50.83378236	49.16621764	0
958	Alticola strelzowi	Rodentia	herbivore	50	92.49822233	85.01137337	2654.344301	0	0	1542.141281	49.6096115	50.3903885	0
959	Alticola tuvinicus	Rodentia	herbivore	33.2	51.03025702	42.83804238	981.1651612	0	0	1272.035977	41.13307784	58.86692216	0
1087	Neamblysomus gunningi	Afrosoricida	carnivore	28.1	89.29569964	89.03170523	1224.563036	0.551662442	0.577478345	390.833566	76.27635046	23.72364954	1
1089	Neamblysomus julianae	Afrosoricida	carnivore	22	98.76748045	97.49405012	459.6726143	0.167986561	0.631820793	1024.698259	36.82621922	63.17378078	1
1137	Ametrida centurio	Chiroptera	herbivore	10.3	19.00192243	67.69984179	3457.121455	7.756644758	2.962291413	2095.865117	71.88594997	28.11405003	0
1141	Ammodorcas clarkei	Cetartiodactyla	herbivore	28049.8	85.9192503	95.02705192	6163.675573	5.302231157	2.035130224	14597.46358	69.18850997	30.81149003	1
1149	Ammospermophilus nelsoni	Rodentia	omnivore	160.4	99.84911354	99.52606635	769.7266318	0.075557235	0.05952381	544.4310403	61.4826577	38.5173423	1
1151	Ammotragus lervia	Cetartiodactyla	herbivore	48000	32.84515273	81.88405797	37359.48476	4.48961308	0.157896669	2852.53208	95.33712946	4.662870544	1
1154	Amorphochilus schnablii	Chiroptera	carnivore	3.3	83.07322721	90.37685061	8031.288173	2.067466152	6.626954579	566.8243011	97.38814878	2.611851222	0
1264	Andalgalomys olrogi	Rodentia	herbivore	32.9	58.19440981	43.00296956	5108.517526	1.298829735	19.46482521	1614.061333	90.63579382	9.364206177	0
1265	Andalgalomys pearsoni	Rodentia	omnivore	25.4	60.54103413	36.92344053	456.3156619	9.747360483	7.742974541	8806.89991	6.301757221	93.69824278	0
1271	Andinomys edax	Rodentia	herbivore	69.7	90.17907152	81.0379055	2286.575601	0.545972932	0.936653409	1293.237941	81.41183718	18.58816282	0
1307	Anisomys imitator	Rodentia	herbivore	510.5	68.72297406	61.01903008	922.8567731	23.20229547	31.54219434	1386.859761	54.64823262	45.35176738	0
1550	Anomalurus derbianus	Rodentia	omnivore	650	82.41305283	88.28490073	1802.039291	7.579663093	3.771726556	2403.769449	70.11673037	29.88326963	0
1551	Anomalurus pelii	Rodentia	omnivore	1770	98.57986182	99.71503043	985.9087275	1.10899219	0.060033394	1881.926605	34.3220253	65.6779747	1
1553	Anomalurus pusillus	Rodentia	omnivore	250	69.05337222	86.58881356	1899.620491	23.93807546	9.769168172	975.7474965	79.05296591	20.94703409	0
1564	Anotomys leander	Rodentia	carnivore	66.4	82.24582701	82.23397635	446.4505807	7.011070111	5.675368899	2461.375752	9.426984712	90.57301529	1
1566	Anoura cultrata	Chiroptera	omnivore	16.9	74.99136478	91.61982283	1183.619991	4.417856776	1.218578686	1056.19155	63.03852998	36.96147002	0
1568	Anoura latidens	Chiroptera	omnivore	14.7	50.98972494	83.46118001	2187.086317	1.312595257	1.170092958	3346.457925	64.87308789	35.12691211	0
1569	Anoura luismanueli	Chiroptera	omnivore	8.5	99.24898902	99.4139159	708.4168731	0.747738873	0.481912228	3909.092537	26.36121111	73.63878889	0
1581	Antechinomys laniger	Dasyuromorphia	carnivore	25	46.94606362	32.46426706	16537.48876	0.019690783	0	3992.701607	85.22172676	14.77827324	0
1583	Antechinus godmani	Dasyuromorphia	carnivore	76.5	48.24324324	44.15525114	854.0518133	0	0	1390.575275	40.08341511	59.91658489	0
1584	Antechinus leo	Dasyuromorphia	carnivore	74	14.54959514	8.888888889	2051.191538	0.173913043	0	390.6290713	92.88680876	7.113191238	0
1587	Murexia naso	Dasyuromorphia	carnivore	48.4	69.55480938	51.48856681	783.3970708	21.89961426	40.66437757	3908.612781	34.1177232	65.8822768	0
1589	Murexia habbema	Dasyuromorphia	carnivore	34.8	73.89353842	61.76528277	916.4504085	13.76970563	16.83426837	3433.990684	36.65915576	63.34084424	0
1590	Antechinus agilis	Dasyuromorphia	omnivore	24	87.30875345	97.18133093	1130.412447	0.002393948	0	1558.449721	58.45284836	41.54715164	0
1591	Murexia melanurus	Dasyuromorphia	carnivore	47.8	49.02897513	51.96937717	837.2650083	38.32481671	22.22757624	987.770691	57.88846353	42.11153647	0
1676	Antidorcas marsupialis	Cetartiodactyla	herbivore	31500	76.34068993	75.42002206	6209.665186	1.058103799	0.637619896	1701.560428	78.97114575	21.02885425	0
1677	Antilocapra americana	Cetartiodactyla	herbivore	46082.9	95.77694031	92.09830315	2407.499926	0.092686804	0.041024546	984.1255352	67.60779725	32.39220275	0
1681	Antilope cervicapra	Cetartiodactyla	herbivore	37500	99.97283962	99.89072812	1029.81699	0.00603728	0.003782307	10254.54539	3.775288242	96.22471176	0
1789	Bauerus dubiaquercus	Chiroptera	carnivore	22.9	78.82871149	94.01787492	2015.204465	3.923453601	1.258347453	995.1253369	66.26539473	33.73460527	1
1790	Antrozous pallidus	Chiroptera	carnivore	20.8	87.41891797	87.90940461	3612.045327	0.393817201	0.359726046	2010.150393	66.02687483	33.97312517	0
1793	Aonyx capensis	Carnivora	carnivore	18999.8	87.02598528	91.136709	2155.828112	2.708330223	1.72319516	9565.038409	10.8285453	89.1714547	1
1794	Aonyx congicus	Carnivora	carnivore	23800.2	72.16841649	77.29131846	1646.011815	13.55716297	9.815699907	2622.935214	25.62793153	74.37206847	1
1802	Aotus miconax	Primates	omnivore	800	48.59142452	69.33763533	1182.087653	6.918869644	3.199630812	4005.468637	37.45976612	62.54023388	1
1807	Aotus griseimembra	Primates	omnivore	966	99.98974907	99.22360565	1514.030984	0	0.014376078	433.7433701	79.06694212	20.93305788	0
1808	Aotus lemurinus	Primates	omnivore	873	93.6980479	92.77505568	1169.743816	1.570440125	1.376352346	1242.472077	62.4091982	37.5908018	1
1869	Aplodontia rufa	Rodentia	herbivore	1004	85.22760421	66.7179517	2028.187335	0.033104779	0	685.2417179	85.7838445	14.2161555	0
1888	Apodemus agrarius	Rodentia	omnivore	23.3	90.45366318	91.24495893	1908.303807	0	0	4019.926019	73.29595421	26.70404579	0
1890	Apodemus chevrieri	Rodentia	omnivore	32.9	98.93581395	97.89107652	531.7306856	0.002507303	0.12004821	12135.58063	11.11614618	88.88385382	0
1891	Apodemus draco	Rodentia	omnivore	22.3	93.27612384	97.80467017	999.4138423	0.576770651	0.163619571	16152.07459	25.15858803	74.84141197	0
1892	Apodemus flavicollis	Rodentia	omnivore	39	99.53695901	98.40536261	1091.89087	0	0	1346.453232	69.65823374	30.34176626	0
1894	Apodemus gurkha	Rodentia	omnivore	39.9	99.22928709	93.96031061	586.7433761	0	0	908.6126407	31.4297982	68.5702018	0
1896	Apodemus hyrcanicus	Rodentia	omnivore	28.5	100	99.85189663	1249.593321	0	0.009081003	2611.475923	32.19079706	67.80920294	1
1897	Apodemus latronum	Rodentia	omnivore	35.2	84.29825889	86.49907348	615.5205285	1.074013542	0.837872163	4117.440895	24.53142609	75.46857391	0
1898	Apodemus mystacinus	Rodentia	omnivore	45.6	99.9406163	99.15409461	806.0763347	0	0	3186.095478	17.46622447	82.53377553	0
1899	Apodemus peninsulae	Rodentia	omnivore	32.9	61.23410067	77.46500185	2645.021751	0	0.443290322	5461.926594	86.94923661	13.05076339	0
1900	Apodemus ponticus	Rodentia	omnivore	33.8	99.70639728	97.69626482	1275.20122	0.009815576	0.034340659	449.6828585	79.4377383	20.5622617	0
1901	Apodemus rusiges	Rodentia	omnivore	30.1	99.79848269	97.78820653	427.167276	0.10096211	0.748996218	3476.088768	14.8896856	85.1103144	0
1902	Apodemus semotus	Rodentia	omnivore	28.8	81.87086093	97.08969136	661.9869229	0	0	3891.857319	11.06971412	88.93028588	0
1903	Apodemus speciosus	Rodentia	omnivore	33.8	99.97841322	99.08978857	1691.619674	0	0	483.7926297	94.14658481	5.853415187	0
1904	Apodemus sylvaticus	Rodentia	omnivore	30.5	98.98887208	88.3178835	3002.384138	0.011187581	0	792.1057022	94.86823407	5.131765929	0
1905	Apodemus uralensis	Rodentia	omnivore	17.1	97.17051772	78.35646985	3446.585309	0	1.05355209	6163.580597	83.33713412	16.66286588	0
1906	Apodemus pallipes	Rodentia	omnivore	25.5	99.03748734	87.32425216	613.6232915	0.068201194	1.619458119	22794.67481	5.284615994	94.71538401	0
1907	Apodemus alpicola	Rodentia	omnivore	28.1	99.99243041	97.10476587	781.8113864	0	0	1211.377787	47.91551993	52.08448007	0
1910	Apomys datae	Rodentia	omnivore	106	88.87202833	88.89002767	825.158113	0	3.712671509	3704.147066	16.96599745	83.03400255	0
1911	Apomys hylocetes	Rodentia	omnivore	45.1	100	98.83495146	771.8931583	0	0	4428.00068	8.118867621	91.88113238	0
1912	Apomys insignis	Rodentia	omnivore	29.9	96.77311994	96.9625599	896.7544445	0.835862853	0.531870341	437.4096444	73.66613165	26.33386835	0
1914	Apomys microdon	Rodentia	omnivore	35.1	77.01314217	92.80654495	606.4153361	5.454545455	1.781874866	1221.238136	34.29936797	65.70063203	0
1915	Apomys musculus	Rodentia	omnivore	21.2	70.52006513	93.71983326	565.3478222	5.038707049	0.798852929	2181.081463	22.25831757	77.74168243	0
1916	Apomys sacobianus	Rodentia	omnivore	82.4	100	100	300	0	0	1327.148163	0.760662863	99.23933714	0
1917	Apomys gracilirostris	Rodentia	herbivore	88.1	100	100	726.5839489	0	0	321.0618924	80.26740433	19.73259567	0
1933	Aproteles bulmerae	Chiroptera	herbivore	600	85.71428571	58.33333333	592.402751	0	0	308.6984848	86.3574352	13.6425648	1
2017	Arborimus albipes	Rodentia	herbivore	23	97.34607951	87.58241188	1357.813876	0.008863048	0	806.7991299	75.11543551	24.88456449	0
2045	Archboldomys luzonensis	Rodentia	carnivore	35.4	100	100	363.3731238	0	0	447.736883	34.68634686	65.31365314	1
2053	Arctocebus aureus	Primates	omnivore	235	60.63262637	52.33350942	1702.032617	12.34796936	13.34507042	2118.234986	75.72709444	24.27290556	0
2054	Arctocebus calabarensis	Primates	omnivore	210	99.91799956	99.83767045	1335.914053	0	0	1006.321765	73.03293222	26.96706778	1
2055	Arctocephalus australis	Carnivora	carnivore	45000	40.2879853		444.3564215	8.754275517			100	0	0
2057	Arctocephalus galapagoensis	Carnivora	carnivore	27000			437.5778987				100	0	1
2058	Arctocephalus gazella	Carnivora	carnivore	97500			453.4920111				100	0	0
2059	Arctocephalus philippii	Carnivora	carnivore	95000			425.6083449				100	0	0
2060	Arctocephalus pusillus	Carnivora	carnivore	178500	87.95861462		437.1718245	0.216901643			100	0	0
2061	Arctocephalus townsendi	Carnivora	carnivore	105000	88.60823868		434.297425	1.473120337			100	0	0
2062	Arctocephalus tropicalis	Carnivora	carnivore	84000			454.5823001				100	0	0
2089	Ardops nichollsi	Chiroptera	herbivore	17.2	99.56050396	98.82697947	1260.468306	0	0.148367953	761.0609284	82.78376529	17.21623471	0
2110	Ariteus flavescens	Chiroptera	omnivore	11.9	100	100	1696.342737	0	0	413.1199408	89.45655439	10.54344561	0
2121	Artibeus amplus	Chiroptera	omnivore	60	33.10843311	76.48350079	2083.287596	3.714117082	3.76258175	3013.588933	56.52005297	43.47994703	0
2122	Dermanura anderseni	Chiroptera	omnivore	138	18.19126509	50.50872959	3870.95093	8.681007106	3.694975741	5447.547223	83.54222626	16.45777374	0
2123	Dermanura azteca	Chiroptera	omnivore	20.4	88.74983966	93.14600375	1062.971236	1.381544083	0.801669024	3525.337457	51.30855213	48.69144787	0
2124	Dermanura cinerea	Chiroptera	omnivore	12.6	18.94483946	18.93022207	3908.586561	7.322748472	11.05695777	798.1492416	90.00905356	9.990946444	0
2125	Artibeus concolor	Chiroptera	omnivore	19.4	20.2644084	57.2355841	4321.49655	8.250801191	3.593473584	866.1729767	82.23057265	17.76942735	0
2126	Artibeus fimbriatus	Chiroptera	omnivore	63.9	93.66692033	97.35340143	635.6948637	0.265496764	0.188328501	2844.706428	23.40142062	76.59857938	0
2127	Artibeus fraterculus	Chiroptera	omnivore	39.5	95.78144939	89.7174651	1295.749993	2.054144426	1.142367382	1485.306543	39.75912361	60.24087639	0
2129	Dermanura gnoma	Chiroptera	omnivore	10.5	31.84351168	61.45099072	2956.984566	5.101358274	3.050962831	1947.14687	72.70421061	27.29578939	0
2130	Enchisthenes hartii	Chiroptera	omnivore	16	59.18650588	89.34024591	1652.616724	5.450773315	1.660534689	4888.782883	46.65192494	53.34807506	0
2131	Artibeus hirsutus	Chiroptera	omnivore	38.7	82.77676852	84.31646932	3207.751181	1.123799966	0.497893527	365.7132203	95.91749888	4.082501117	0
2132	Artibeus inopinatus	Chiroptera	omnivore	29.3	99.99690642	97.27189363	2062.262995	0.003093677	0.176761725	1354.611889	78.66960516	21.33039484	1
2136	Artibeus lituratus	Chiroptera	omnivore	60.5	41.05074348	80.0095634	2289.736547	4.29399237	1.651724765	1073.457536	66.35410734	33.64589266	0
